# BEAST v1.8.2, r6692
# Generated Sat Jul 11 15:25:55 CEST 2015 [seed=1436621147425]
state	pathLikelihood.delta	pathLikelihood.source	pathLikelihood.destination	pathLikelihood.theta	pathLikelihood.pathLikelihood
56000	-7721.624422232467	-10320.79230302395	-2599.167880791484	0.06982994702686253	-3138.368505157305
57000	-7729.970919964333	-10336.445330671238	-2606.4744107069055	0.06479014048349967	-3107.3003125447617
58000	-7786.246524582568	-10379.015369097271	-2592.768844514703	0.06001062988820621	-3060.0264029197597
59000	-7759.342497374591	-10353.913702619024	-2594.571205244432	0.055483557742424465	-3025.0871327407635
60000	-7743.561740731144	-10341.240991711646	-2597.6792509805023	0.051201127231133854	-2994.1583408898177
61000	-7997.289878576401	-10566.906305345765	-2569.6164267693634	0.04715560318259695	-2946.733454819711
62000	-8168.817138479938	-10745.80651291239	-2576.9893744324518	0.043339313066983146	-2931.0202977839713
63000	-8140.780421666732	-10708.269286044087	-2567.488864377355	0.039744648036453514	-2891.041316978551
64000	-8229.1036572021	-10825.096948366998	-2595.993291164897	0.03636406400953165	-2895.236943296465
65000	-8604.41965632535	-11187.627406072059	-2583.2077497467085	0.033190082802857665	-2868.789150610683
66000	-8617.697584001746	-11189.634946913393	-2571.937362911647	0.030215293313728214	-2832.323623101267
67000	-8346.84992782303	-10938.510078598742	-2591.6601507757114	0.027432352757170694	-2820.6338824069176
68000	-8761.840076378321	-11337.28730336183	-2575.4472269835087	0.024833987961691194	-2793.038657962551
69000	-8542.573194322391	-11146.158127769266	-2603.584933446875	0.0224129967282808	-2795.0495985023217
70000	-8650.547714155666	-11231.805699984749	-2581.257985829083	0.02016224925777198	-2755.672485058139
71000	-9000.224495238375	-11576.877053222164	-2576.652557983789	0.018074689652218572	-2739.328822535518
72000	-9606.163673591673	-12153.393888053535	-2547.2302144618634	0.016143337496641163	-2702.305756692628
73000	-9795.033189778225	-12328.364172222999	-2533.3309824447733	0.014361289528251987	-2674.000290022016
74000	-10109.746791898358	-12632.644991218585	-2522.8981993202274	0.01272172140116927	-2651.5115814431233
75000	-9873.508842823225	-12418.668786502265	-2545.1599436790398	0.011217889555676173	-2655.9198754048225
76000	-9990.329599389379	-12535.1748243046	-2544.8452249152215	0.009843133202303695	-2643.181369896928
77000	-10316.969971237104	-12865.33096534146	-2548.360994104356	0.008590876432461226	-2636.992808284667
78000	-10770.14532362427	-13298.741997874185	-2528.596674249915	0.007454630469050414	-2608.8841277355054
79000	-10795.992457014287	-13319.740131042374	-2523.7476740280863	0.006427996072542175	-2593.144271140969
80000	-10600.376630114399	-13113.952586831514	-2513.5759567171153	0.0055046661204539325	-2571.9274908169573
81000	-10325.760147764262	-12841.12715902707	-2515.367011262808	0.004678428381140585	-2563.6753405949585
82000	-10801.708208092816	-13337.056318624382	-2535.3481105315664	0.003943168506448259	-2577.9410661535617
83000	-10783.522022530346	-13335.290577559932	-2551.768555029586	0.0032928732722604936	-2587.2773264784087
84000	-10890.415039398267	-13457.629563232158	-2567.2145238338912	0.002721634101543468	-2596.8542487850796
85000	-11516.483796818704	-14079.447999574464	-2562.96420275576	0.002223650911514547	-2588.5728424479985
86000	-11644.974832569203	-14217.385984894127	-2572.4111523249235	0.0017932363354956555	-2593.293344320619
87000	-14229.989522577256	-16800.38824095787	-2570.398718380614	0.001424820381547943	-2590.6738974815958
88000	-13710.33622095225	-16280.914922392552	-2570.578701440303	0.0011129556050964646	-2585.8376969851693
89000	-14643.35111868304	-17222.276500067535	-2578.925381384495	8.5232289288861E-4	-2591.406244771554
90000	-14481.159589975508	-17056.980046368964	-2575.8204563934564	6.377379829750564E-4	-2585.055641901507
91000	-15161.78025492484	-17725.717011390356	-2563.9367564655145	4.6415888336127784E-4	-2570.9742314584096
92000	-17200.027219603202	-19788.52880399952	-2588.5015843963174	3.2669440602401713E-4	-2594.1207370724223
93000	-13626.283768679466	-16226.052365152553	-2599.7685964730863	2.2061411225926482E-4	-2602.7747469701067
94000	-14413.59164460663	-17019.279591135237	-2605.687946528607	1.4136008578343349E-4	-2607.725453079936
95000	-17579.20607170916	-20208.862486879105	-2629.6564151699463	8.45611410492474E-5	-2631.14293289411
96000	-34177.04047030635	-36785.71097899313	-2608.6705086867833	4.605039373300482E-5	-2610.2443748570695
97000	-26859.350199843004	-29461.835902509596	-2602.4857026665923	2.1887692117461713E-5	-2603.073591854242
98000	-15782.93332951552	-18407.69264082764	-2624.7593113121216	8.389527766075414E-6	-2624.8917226695194
99000	-15225.54100560114	-17845.678869962918	-2620.1378643617772	2.171534093275924E-6	-2620.170927143159
100000	-15540.70757502113	-18199.274967974394	-2658.567392953265	2.1544346900318824E-7	-2658.5707410972154
101000	-21578.48187247682	-24246.585893938056	-2668.1040214612376	0.0	-2668.1040214612376
