# BEAST v1.8.2, r6692
# Generated Sat Jul 11 15:25:18 CEST 2015 [seed=1436621111838]
state	pathLikelihood.delta	pathLikelihood.source	pathLikelihood.destination	pathLikelihood.theta	pathLikelihood.pathLikelihood
72000	-9279.806956649334	-9390.040316668796	-110.23336001946106	0.016143337496641163	-260.0404156243298
73000	-9515.021122709917	-9617.635474607474	-102.61435189755645	0.014361289528251987	-239.26232510822683
74000	-9699.1680308067	-9797.701001918147	-98.53297111144549	0.01272172140116927	-221.92308462249594
75000	-9969.265856131817	-10058.82172315394	-89.55586702212368	0.011217889555676173	-201.38999034738387
76000	-9613.502813327901	-9709.042979502963	-95.54016617506294	0.009843133202303695	-190.1671549073708
77000	-10299.01298554064	-10387.303114806784	-88.29012926614439	0.008590876432461226	-176.7676772012376
78000	-10429.208393264355	-10507.87670550651	-78.66831224215451	0.007454630469050414	-156.4142068986593
79000	-12162.838732291046	-12234.206904589752	-71.36817229870493	0.006427996072542175	-149.55085190083562
80000	-10959.144505214115	-11060.841600260816	-101.69709504670078	0.0055046661204539325	-162.0235265137118
81000	-11354.031148627135	-11447.352668638125	-93.32152001099035	0.004678428381140585	-146.44054157708177
82000	-11328.00674530589	-11414.466905686884	-86.46016038099575	0.003943168506448259	-131.12839981991937
83000	-11804.054203457466	-11870.362092720741	-66.3078892632739	0.0032928732722604936	-105.17714385415313
84000	-11585.538387181894	-11651.464419781254	-65.9260325993601	0.002721634101543468	-97.45762895865525
85000	-12277.668992531559	-12338.777853569674	-61.108861038114895	0.002223650911514547	-88.41011088463159
86000	-12702.717539514662	-12764.574157136109	-61.85661762144571	0.0017932363354956555	-84.63559227284138
87000	-11846.99469181903	-11919.355622586345	-72.3609307673149	0.001424820381547943	-89.24077026430895
88000	-12422.914392429155	-12491.949246894468	-69.034854465314	0.0011129556050964646	-82.86100667000157
89000	-11871.836254866987	-11931.17121628152	-59.33496141453298	8.5232289288861E-4	-69.45359923518109
90000	-16043.858210781094	-16099.196551843672	-55.33834106257679	6.377379829750564E-4	-65.57011883705812
91000	-15642.191763228007	-15694.189390886471	-51.997627658464324	4.6415888336127784E-4	-59.25808992060721
92000	-14958.080845411108	-15020.282877518359	-62.20203210724959	3.2669440602401713E-4	-67.0887534443004
93000	-14938.703737699916	-14979.897761685637	-41.194023985721294	2.2061411225926482E-4	-44.48971284911812
94000	-14701.907338850542	-14750.432124783381	-48.52478593283922	1.4136008578343349E-4	-50.60304881543922
95000	-14948.725355861035	-14987.60599270719	-38.880636846153735	8.45611410492474E-5	-40.14471811947716
96000	-15203.942896870787	-15219.912551700956	-15.969654830169318	4.605039373300482E-5	-16.66980238686434
97000	-13222.121081997375	-13237.213878694547	-15.092796697172702	2.1887692117461713E-5	-15.38219841255526
98000	-13646.615375921272	-13660.274603378723	-13.659227457449605	8.389527766075414E-6	-13.773716116058848
99000	-13977.90352499972	-13971.684202051492	6.219322948227912	2.171534093275924E-6	6.188969454170854
100000	-16617.14041181633	-16607.045878536333	10.094533279997554	2.1544346900318824E-7	10.09095322562232
101000	-16688.085353318445	-16689.53741408706	-1.4520607686124674	0.0	-1.4520607686124674
