# BEAST v1.8.2, r6692
# Generated Sat Jul 11 15:08:51 CEST 2015 [seed=1436620126341]
state	pathLikelihood.delta	pathLikelihood.source	pathLikelihood.destination	pathLikelihood.theta	pathLikelihood.pathLikelihood
26000	-555.96794100647	-3148.1088433591985	-2592.1409023527285	0.38329887505052945	-2805.2427887046674
27000	-553.8836716219716	-3159.071737921799	-2605.1880662998274	0.36652679764266793	-2808.201274725992
28000	-566.5134164768206	-3162.4518764131644	-2595.938459936344	0.3502753161557333	-2794.3741259992266
29000	-554.9226578686512	-3142.2924384627077	-2587.3697805940565	0.33453507176859365	-2773.010871770164
30000	-564.1966460360818	-3160.8306576228333	-2596.6340115867515	0.3192967482990375	-2776.780166067296
31000	-553.8982003058054	-3156.130628451214	-2602.2324281454084	0.30455107259771197	-2770.9227191584837
32000	-576.7253390476008	-3191.3764282064967	-2614.651089158896	0.2902888149512887	-2782.068004383404
33000	-580.6482379216077	-3191.3560644839126	-2610.707826562305	0.2765007894952082	-2771.257522766631
34000	-578.4802229552947	-3182.8219335277654	-2604.3417105724707	0.26317785463637045	-2756.5848945994144
35000	-586.1589473313579	-3198.528238772001	-2612.369291440643	0.2503109134861649	-2759.091272995244
36000	-593.0355211247875	-3195.5561271948836	-2602.520606070096	0.23789091430424544	-2743.5983684053663
37000	-591.6794910657868	-3186.1660624099823	-2594.4865713441955	0.22590885095348726	-2728.1522053036115
38000	-604.765044682792	-3215.1177441618443	-2610.3526994790523	0.21435576336658174	-2739.9875722894567
39000	-625.2770464731648	-3230.3343381332675	-2605.0572916601027	0.20322273802475366	-2732.1278050684105
40000	-623.6306055899367	-3224.2178255901317	-2600.587220000195	0.19250090844911202	-2720.6366781129273
41000	-640.4022808005598	-3236.034373901357	-2595.632093100797	0.1821814557051778	-2712.301512853959
42000	-636.8205932096339	-3226.4533425724007	-2589.632749362767	0.17225560892116176	-2699.3286684196273
43000	-644.3188129226464	-3224.6804764188482	-2580.361663496202	0.1627146458206033	-2685.2017709364623
44000	-623.1401594963249	-3218.1244580225425	-2594.9842985262176	0.15354989327001706	-2690.66740350914
45000	-641.4033865910774	-3230.8376444254163	-2589.434257834339	0.14475272784223595	-2682.279147690646
46000	-628.6070684444771	-3203.7398616776327	-2575.1327932331556	0.13631457639618247	-2660.8210994878104
47000	-637.2151855233924	-3214.8700776659502	-2577.654892142558	0.12822691667385014	-2659.3630306399778
48000	-664.4854078883723	-3244.974936768598	-2580.489528880226	0.12048127791532504	-2660.547579978703
49000	-647.0529703652292	-3227.1416350201403	-2580.088664654911	0.11306924149273806	-2653.2504532197304
50000	-663.8614849243763	-3235.6952075986605	-2571.833722674284	0.10598244156409653	-2642.1913837069364
51000	-679.9404566913813	-3247.07562474057	-2567.135168049189	0.09921256574801246	-2634.5938053134164
52000	-668.6591825068908	-3246.1074618687358	-2577.448279361845	0.09275135582041685	-2639.4673251211307
53000	-653.2214791360616	-3236.2270510665103	-2583.0055719304487	0.08659060843442937	-2639.5684172512783
54000	-649.5326802097907	-3219.31668991859	-2569.784009708799	0.08072217586463991	-2622.215700950525
55000	-643.6220744336702	-3217.327058152182	-2573.704983718512	0.07513796677715448	-2622.0654377643523
56000	-660.8940418778925	-3251.091495778053	-2590.1974539001603	0.06982994702686253	-2636.3476498348628
57000	-708.0817280981537	-3292.722278330206	-2584.640550232052	0.06479014048349967	-2630.5172648693306
58000	-661.653185221478	-3241.176489818452	-2579.523304596974	0.06001062988820621	-2619.229529009653
59000	-705.8460084436279	-3280.788947896108	-2574.94293945248	0.055483557742424465	-2614.1057872192223
60000	-712.0029764166616	-3286.382393993229	-2574.3794175765674	0.051201127231133854	-2610.834772561023
61000	-703.6817978237605	-3281.822273292924	-2578.1404754691634	0.04715560318259695	-2611.323015094157
62000	-704.2081070999839	-3273.3752181717787	-2569.167111071795	0.043339313066983146	-2599.6870066897086
63000	-712.2178337954374	-3283.3961159477385	-2571.178282152301	0.039744648036453514	-2599.485129281786
64000	-726.7611538983051	-3305.6242163113625	-2578.8630624130574	0.03636406400953165	-2605.291051533057
65000	-714.01239773516	-3268.824396647635	-2554.811998912475	0.033190082802857665	-2578.510129515572
66000	-711.1491211903867	-3260.4910070365363	-2549.3418858461496	0.030215293313728214	-2570.8294651327174
67000	-752.9513801397798	-3302.2203254894434	-2549.2689453496637	0.027432352757170694	-2569.9241732186565
68000	-845.444130149252	-3406.154070199177	-2560.709940049925	0.024833987961691194	-2581.705689400334
69000	-735.7581676880136	-3310.1755712752724	-2574.417403587259	0.0224129967282808	-2590.907948992456
70000	-796.7085830420797	-3373.7664862705915	-2577.057903228512	0.02016224925777198	-2593.121340265612
71000	-745.4733222143509	-3314.022350231757	-2568.5490280174063	0.018074689652218572	-2582.023226960439
72000	-769.271464043597	-3347.8427201424765	-2578.5712560988795	0.016143337496641163	-2590.9898649694705
73000	-760.8649720693743	-3351.1665865584537	-2590.3016144890794	0.014361289528251987	-2601.228616644873
74000	-701.9180812031045	-3290.1446707453024	-2588.226589542198	0.01272172140116927	-2597.156195817707
75000	-712.6232952592991	-3288.4443632892926	-2575.8210680299935	0.011217889555676173	-2583.8151974510142
76000	-818.4875922677566	-3401.67729484338	-2583.1897025756234	0.009843133202303695	-2591.246184970748
77000	-961.2859624329894	-3544.4217478837827	-2583.1357854507933	0.008590876432461226	-2591.3940743703147
78000	-991.1206722609304	-3556.5950488394046	-2565.474376578474	0.007454630469050414	-2572.8628149404162
79000	-764.4733262360501	-3341.591801409171	-2577.1184751731207	0.006427996072542175	-2582.032506711729
80000	-966.5168578711173	-3533.516306231704	-2566.999448360587	0.0055046661204539325	-2572.3198009629577
81000	-1068.0817396601956	-3630.998414207973	-2562.9166745477773	0.004678428381140585	-2567.9136184719814
82000	-962.5300838805169	-3550.264401177757	-2587.73431729724	0.003943168506448259	-2591.5297356105066
83000	-754.4230107299777	-3334.714296441326	-2580.2912857113483	0.0032928732722604936	-2582.7755050793594
84000	-880.0799814804022	-3455.6602287870364	-2575.580247306634	0.002721634101543468	-2577.975502996317
85000	-803.6593115293185	-3378.433977036106	-2574.7746655067876	0.002223650911514547	-2576.5617232674167
86000	-832.3944090772848	-3405.0539398698397	-2572.659530792555	0.0017932363354956555	-2574.152210692376
87000	-911.0056372712615	-3486.5173583390515	-2575.51172106779	0.001424820381547943	-2576.8097404674795
88000	-799.4346947281497	-3388.5569641785673	-2589.1222694504177	0.0011129556050964646	-2590.012004774824
89000	-807.6997406243818	-3380.833537445277	-2573.1337968208954	8.5232289288861E-4	-2573.82221780041
90000	-907.8064544564727	-3486.075804411695	-2578.2693499552224	6.377379829750564E-4	-2578.8482926124193
91000	-886.5252194307227	-3445.8856550208884	-2559.3604355901657	4.6415888336127784E-4	-2559.771924146088
92000	-872.1575407037426	-3422.2734240916216	-2550.115883387879	3.2669440602401713E-4	-2550.4008123775984
93000	-870.8323156159058	-3420.832811446772	-2550.0004958308664	2.2061411225926482E-4	-2550.1926137291025
94000	-896.813063683298	-3444.381395341604	-2547.568331658306	1.4136008578343349E-4	-2547.6951052299196
95000	-1285.7041303636329	-3826.497295388438	-2540.793165024805	8.45611410492474E-5	-2540.90188563312
96000	-946.3958074314719	-3485.9826178880335	-2539.5868104565616	4.605039373300482E-5	-2539.630392356121
97000	-1281.703864481287	-3816.46196397764	-2534.758099496353	2.1887692117461713E-5	-2534.7861530359246
98000	-2020.048515769774	-4544.824272470594	-2524.7757567008202	8.389527766075414E-6	-2524.7927039539322
99000	-2563.3412475150285	-5091.701329331339	-2528.360081816311	2.171534093275924E-6	-2528.3656481992225
100000	-1802.7168371298262	-4318.649752740531	-2515.9329156107046	2.1544346900318824E-7	-2515.933303994274
101000	-2100.52737816238	-4621.182784631366	-2520.6554064689863	0.0	-2520.6554064689863
