"V1","V2"
1,1.73466224252206
2,1453.41934188883
3,-1403.63078889544
4,-2871.47354240628
5,-414.465713452344
6,-34.4530277334872
7,-1.89674928476683
8,36.1532714923632
9,390.536737598365
10,-556.783159140606
11,-17.7677474090844
12,-210.336893490119
13,61.0448011293469
14,-97.1498360149893
15,163.748271015101
16,-0.401222056545787
17,-2.69970786135115
18,-0.394071838096745
19,-45.9266921793077
20,94.4679625301211
21,-88.9890184605105
22,-7.02454639385551
23,71.7228772770085
24,130.808857811788
25,-52.0536081699184
26,-5.36240586960685
27,10.7874743527371
28,94952.6172554212
29,-8161.16691492756
30,19050.0605558678
31,-6348.70823143823
32,19.0982779107797
33,16.5095849016278
34,-343.843723197345
35,432.747892366706
36,746.803672261467
37,2017.44466324354
38,-2807.0335240985
39,0.0127309895520007
40,-54.1800967908346
41,33.0366974165773
42,-518.840891761769
43,-402.32743557465
44,127.000248714112
45,64.7163586296754
46,192.539675479883
47,-7766.6746199628
48,37585.3199874434
49,-59446.3784196533
50,46443.4301157758
51,39952.0990409241
52,5505.20386605942
53,-3974.69978586398
54,-54777.5880428847
55,-176.47823498264
56,-0.266961795669479
57,8.37881025496097
58,-1.78181918005927
59,0.182764174824125
60,0.180298953454076
61,0.192271281553896
62,1.83414812394423
63,-1.14349189015274
64,4.51028419755139
65,-24.5917778618189
66,-35.7184585628845
67,3.58803793971563
68,5.54722121849211
69,-0.931707637450196
70,3.09705486453246
71,-6.30517943823
72,-23.4195602020891
73,-0.374760391794809
74,0.0216883644975148
75,-2.59833657756433
76,3.04310920781948
77,-34.2864012772305
78,24.57653967397
79,-9.87428910540258
80,-1.53510345111028
81,29.6964477582256
82,294.240803442653
83,350.300662855686
84,-610.368240027135
85,-124.962273878829
86,15162.9418514289
87,20682.3474828203
88,-2.80822270426187
89,-0.0161389731821451
90,-398.498346566132
91,335.002348346295
92,-3307.18093916399
93,7445.45928500705
94,-5116.2070273335
95,-987.798143975447
96,8.26405810519827
97,-188.531564138792
98,-82264.2248795387
99,276919.442554135
100,-67500.0563333411
101,185425.241748585
102,-125630.722806184
103,-58166.6280334851
104,-3770.08162419061
105,24180.8813565884
106,2013.11402689635
107,-9672.98513555718
108,157.63454817678
109,-1393.57691275763
110,593.191006162053
111,-75.1436424314152
112,-108.087074889171
113,334.72007953754
114,809.157130961876
115,14.4576648393662
116,-105.438303125205
117,-690.207491836399
118,293.617101937484
119,6844.01541846843
120,-20396.5435760145
121,-38377.6169804044
122,-22595.1870520016
123,23710.747648883
124,-60589.0587239675
125,-6387.5685372139
126,-5048.61154196228
127,9752.52402666018
128,-11698.3140461471
129,868.910073538624
130,7280.47110402753
131,-16964.051445512
132,-8418.72064111497
133,-88290.177871216
134,14314.0371265823
135,9159.90483159754
136,2856.00736957568
137,-10042.3583773272
138,690.084989534693
139,9828.4765871291
140,-2319.35536474037
141,30416.9696810569
142,-386211.253480068
143,275966.634464529
144,-426798.639472482
145,76642.7393277246
146,31627.0592181295
147,28828.3688855204
148,90608.2384336706
149,124187.365201501
150,99.1130924101728
151,1705.26894479138
152,64710.5251505662
153,-168080.858574531
154,67301.768328968
155,-19034.6056318621
156,-11622.1891647337
157,-130354.647640817
158,100741.740880882
159,432195.295224172
