"V1","V2"
200,-14456141.7125516
201,200
202,1142.27589287797
203,-18777.3015864425
204,-157501.064698706
205,-2120960.67171647
206,37388490.5975465
207,-861861976.613365
208,-11734030424.7977
209,-46437395475.9351
210,130327010481.835
211,-48926885749.4876
212,28177061630.5273
213,-139198996295.861
214,776832322006.264
215,-1391323600117.52
216,719397986.955025
217,6919966588.38402
218,614937156.794902
219,672345799.911378
220,-625248522.538221
221,-6363891019.126
222,48875908944.6624
223,-1540440675154.46
224,73435459485.8769
225,986773842793.234
226,-396448558.414236
227,-5072597292.94944
228,-22057547092.7098
229,-93818753262.8182
230,-21287643.6551076
231,212557904.619314
232,-119605592.073376
233,-1818640129.9244
234,-14684793637.0392
235,-1465196849.89958
236,129159513.49397
237,2324609900.24434
238,39411498293.1416
239,1732792.53148012
240,212464.773445344
241,-4662073.83463582
242,-27625583.5497675
243,197399540.380832
244,-300222397.362662
245,1492332173.90558
246,1049239687.21612
247,7170694425.58326
248,49718396603.943
249,-3394575955.64887
250,-56435927931.7363
251,-403075843305.584
252,11734728995.2928
253,-7989128024.51858
254,105553953226.191
255,-40088494.3495986
256,-544067830.23848
257,7641816093.90701
258,421732340.86563
259,4328268675.8933
260,232923585634.621
261,-5697885458.88032
262,-37814433255.853
263,-892341109997.25
264,-422612044299.305
265,-4995170681269.63
266,418846175.41844
267,2322705343.64598
268,4081414228.49072
269,24009501917.2867
270,534997085705.529
271,-2411106331441.25
272,22868188095311.9
273,1796885130708.16
274,-33054152806.4138
275,-477851834433.803
276,3558678694944.72
277,8107458299347.27
278,11569815606953.7
279,100312620878164
280,97246925314795
281,63177327139114.1
282,63335866972845.4
283,1628965275271400
284,142898669644.344
285,-104458612725.123
286,-61992175556.7445
287,263762113660.48
288,-2644975081915.5
289,43255971221394.1
290,-32232812740480.7
291,2919792976170.44
292,552606.371650967
293,2947144.36841306
294,12382589.3211371
295,7277114.78640133
296,3757677.35206759
297,-24146900.5487397
298,647167588.117425
299,-1693042254.64738
300,13616168035.1978
301,-55359075179.4782
302,330051581.162628
303,-4340511793.11571
304,-32737268.6241857
305,-248083769.326246
306,-748417166.955087
307,13654.9259826634
308,-95570.0035385247
309,-576145.134670532
310,324097.975623599
311,176367.422401704
312,-486721.24345824
313,-3765962.66406288
314,3016658.35831734
315,-27927556.5012814
316,-106852422.499401
317,111054.65030882
318,516202.464997051
319,2620799.91197873
320,-2366.81473153579
321,35262.2820378276
322,-28403.3778834362
323,-286800.679527977
324,-3005164.5575553
325,13929470.8404138
326,17655176.4711188
327,-1812922.33192864
328,657157.189021879
329,10638447.2566275
330,-67718829.9975263
331,-141512032.544653
332,-2583747496.12568
333,-2021797240.66802
334,1878002810.3415
335,-19669896566.7891
336,75241374412.8712
337,7082604015.03855
338,14094646841.0009
339,18890140319.2233
340,16564968322.3023
341,130299447038.96
342,519341227087.191
343,765715998039.184
344,-782760833414.235
345,1978573013526.09
346,-153169788921.828
347,617211168305.312
348,-164961438.642986
349,-226402252.594463
350,1802441467.7771
351,400315077.687379
352,-1990245.11189635
353,-23066146.9385422
354,257627810.728183
355,12578062.0552883
356,-18693352.9265849
357,-84728764.6971602
358,-8495183.23835388
359,112449.221765089
360,208732.860246311
361,-1351048.21597855
362,19301967.6982824
363,-7327311.51929169
364,-48532941.7582115
365,374717.051147626
366,-933157.53513467
367,-1310100.66860819
368,11552915.1524291
369,-1762697.60494886
370,9973.91568525841
371,13129.0051155275
372,-13777.7854910298
373,-101528.884857991
374,1373740.52264095
375,7476840.37598752
376,80708.8178261219
377,861101.90966266
378,-594523.486237242
379,-904471.840899857
380,1280713.40258702
381,-10227721.5444734
382,4147360.93280284
383,19736990.690454
384,60144531.2505354
385,-444326789.821289
386,9605114.83937831
387,30529314.3288762
388,14701370.8466838
389,-2300910.67078778
390,-36434075.2231215
391,-664984498.708459
392,-22552260.0224859
393,-2239182.10846535
394,-50369921.9052258
395,-4628353.96496338
396,-49645223.5863564
397,1026809.42713216
398,-12609347.1180999
399,-113145807.928861
