"V1","V2"
1,-0.000936733828007946
2,-0.000262290479343732
3,-0.00013162690610984
4,-0.000828287589484723
5,-0.0139379074111456
6,-0.0312286917030206
7,-0.0298052143547375
8,0.00164122515841032
9,-0.0112463444767162
10,-0.00460934637220536
11,-0.00889018264299847
12,-0.0400605014005199
13,-0.0166973820250694
14,-0.0204803578407005
15,-0.00573998928478683
16,-0.00306972389055298
17,0.00132877921247869
18,0.000754602007535812
19,0.000350716226971757
20,0.00150607652834241
21,-0.00868786053355589
22,-0.0238581859280218
23,-0.00516611961592886
24,0.0724438228595297
25,0.0404554080926035
26,0.339265863901541
27,0.312572024280842
28,0.149987528855051
29,-0.0845546364408269
30,0.0218903366121108
31,0.174533942622044
32,0.0138256341268764
33,0.0251610602790381
34,0.0199188081015561
35,0.00619333228561933
36,0.0161173536139196
37,0.0196409992570685
38,0.000338936190619676
39,0.000568533584117047
40,0.0270722044572514
41,0.0294903167860836
42,0.0139984331885326
43,0.046489741212212
44,0.151239044763438
45,0.0610428134785566
46,0.166961926080443
47,-0.00982814884066777
48,0.242939752851704
49,0.0784065627000826
50,0.25401145034796
51,0.263197570166502
52,-0.00562392402610348
53,0.180709826102013
54,0.104014863219285
55,0.0585233160555179
56,0.00496229802074815
57,0.0190925571934096
58,0.00309819253884384
59,0.052242798091125
60,0.174572681861164
61,0.112160134282081
62,0.994024432692859
63,0.962367199614129
64,0.0876944712392615
65,0.0393620419445133
66,0.0538362377145828
67,0.142382735905303
68,0.0669335849304413
69,0.380317978374117
70,0.516686804526246
71,0.0989070746444524
72,0.679188914624954
73,0.111718359903017
74,0.198035219963154
75,0.855083122752945
76,0.0605617918195611
77,0.0662978936725461
78,0.0460417095943729
79,0.098543737306106
80,0.130986736008188
81,0.0645685279608327
82,0.0114056104793472
83,0.0266731027394276
84,0.0362900069892638
85,0.0261725924274752
86,0.0187762323684067
87,0.0238869967562689
88,0.0549219263741844
89,-0.0302155696574425
90,-0.0132834641253189
91,0.297641175661806
92,0.000384449002710632
93,0.000683761512605575
94,-0.000165441337925399
95,0.000200556843738372
96,0.0758030011146604
97,0.533299813820722
98,0.0497093077520543
99,0.0810121190165652
100,0.110015180713445
101,0.1
102,0.139279558143515
103,-0.00712048101932736
104,-0.00727074071980763
105,-0.00874237286277377
106,-0.00923529392532036
107,-0.0129770945089689
108,-0.000643014554381286
109,-0.000415080542574958
110,-0.0181986381921384
111,-0.0230673727487218
112,-0.00643534270254952
113,-0.00684128534738085
114,-0.0115906155745585
115,-0.00886738774419991
116,-0.0166352249324662
117,-0.0204852734081691
118,-0.00734916583864662
119,-0.00333704880116699
120,0.00118159606224971
121,0.00135073558887847
122,0.000682338927909551
123,-0.01120388243483
124,-0.0133654231187813
125,0.185708008558475
126,0.0787770435291256
127,0.129024199030957
128,0.161233598516723
129,0.232125120800467
130,0.126923289955641
131,0.183561911163473
132,0.228485204568123
133,0.0918108677934217
134,0.113053049727189
135,0.167980076094438
136,0.0443333886574959
137,0.0560587928130386
138,0.124854153236723
139,0.046492551344707
140,0.0250371498027718
141,0.0135605796873475
142,0.0117665472792008
143,0.138919448421627
144,0.0151382559178689
145,0.0186574595403509
146,0.000456822208679254
147,0.0199852453660382
148,0.0795774908027493
149,0.12156808931403
150,0.103823964989256
151,0.134924070466159
152,0.139983691195136
153,0.10996691988757
154,0.158705450639401
155,0.0993528897878192
156,0.126703560497036
157,0.125125480731488
158,0.0481508288796241
159,0.0531803611579739
160,0.0120123731428587
161,0.0420308473703301
162,0.261276388177857
163,0.38221738646144
164,0.320903873389571
165,0.7155463240782
166,0.0564792027723906
167,0.0476161243917249
168,0.0723393798619415
169,0.109034552079377
170,0.350229970187914
171,0.313878992594244
172,0.445304286832516
173,0.401228647453064
174,0.43514154308273
175,0.667707571597721
176,0.138252471937402
177,0.121875083283221
178,0.0645721596946824
179,0.140919681510171
180,0.0821198357505106
181,0.0767675045533349
182,0.123152995607705
183,0.0549170472940687
184,0.0643791132519494
185,0.0296190846617078
186,0.0327239437785216
187,0.0200974810086283
188,0.0310623002623933
189,0.0182980331475786
190,-0.018664003390515
191,0.220954351518667
192,0.252613924743797
193,0.000244111790423884
194,0.000419367034959801
195,0.000318836353663101
196,0.283748945201789
197,0.29368936626246
198,0.187790964426873
199,0.0503507124745555
